Serial,Name,Yob,Candidacy,Cycle
1391,רוני מילוא,1949,Full,11
1392,מוחמד מיעארי,1939,Full,11
1393,יהושע מצא,1931,Full,11
1394,דן מרידור,1947,Full,11
1395,יובל נאמן,1925,Full,11
1396,יצחק נבון,1921,Full,11
1397,אהרן רפאל נחמיאס,1932,Full,11
1398,אריה נחמקין,1925,Full,11
1399,אורה נמיר,1930,Full,11
1400,משה נסים,1935,Full,11
1401,אמל נסראלדין,1928,Full,11
1402,אורי סבג,1931,Partial,11
1403,עדנה סולודר,1930,Full,11
1404,אמירה סרטני,1931,Full,11
1405,זיידאן עטשי,1940,Full,11
1406,עובדיה עלי,1945,Full,11
1407,שלמה עמר,1935,Full,11
1408,מתתיהו פלד,1923,Full,11
1409,רפאל פנחסי,1940,Full,11
1410,מנחם פרוש,1916,Full,11
1411,שמעון פרס,1923,Full,11
1412,יצחק פרץ,1936,Full,11
1413,יצחק חיים פרץ,1938,Full,11
1414,גדעון פת,1933,Full,11
1415,יאיר צבן,1930,Full,11
1416,דוד צוקר,1948,Partial,11
1417,יעקב צור,1937,Full,11
1418,אליעזר קולס,1944,Full,11
1419,חיים קופמן,1934,Full,11
1420,חיים קורפו,1921,Full,11
1421,ישראל קיסר,1931,Full,11
1422,משה קצב,1945,Full,11
1423,יצחק רבין,1922,Full,11
1424,אמנון רובינשטיין,1931,Full,11
1425,נחמן רז,1924,Full,11
1426,מיכאל רייסר,1946,Partial,11
1427,חיים רמון,1950,Full,11
1428,אבנר חי שאקי,1926,Full,11
1429,אברהם בייגה שוחט,1936,Partial,11
1430,אליעזר שוסטק,1911,Full,11
1431,משה שחל,1934,Full,11
1432,מאיר שטרית,1947,Full,11
1433,דב שילנסקי,1924,Full,11
1434,אפרים שלום,1934,Full,11
1435,בני שליטא,1934,Full,11
1436,יעקב שמאי,1940,Partial,11
1437,ויקטור שם-טוב,1915,Partial,11
1438,יצחק שמיר,1915,Full,11
1439,גרשון שפט,1927,Full,11
1440,אליהו שפייזר,1930,Full,11
1441,אברהם יוסף שפירא,1921,Full,11
1442,אריאל שרון,1928,Full,11
1443,יוסי שריד,1940,Full,11
1444,אברהם שריר,1932,Full,11
1445,דן תיכון,1937,Full,11
1446,אהרן אבוחצירא,1938,Full,12
1447,רפאל אדרי,1937,Full,12
1448,אהוד אולמרט,1945,Full,12
1449,חיים אורון,1940,Full,12
1450,מיכאל איתן,1944,Full,12
1451,רפאל איתן,1929,Full,12
1452,שולמית אלוני,1928,Full,12
1453,אריה לובה אליאב,1921,Full,12
1454,שושנה ארבלי-אלמוזלינו,1926,Full,12
1455,נאוה ארד,1938,Full,12
1456,משה ארנס,1925,Full,12
1457,זאב בנימין  בגין,1943,Full,12
1458,אברהם בורג,1955,Full,12
1459,יגאל ביבי,1942,Full,12
1460,צ'רלי-שלום ביטון,1947,Full,12
1461,יוסי ביילין,1948,Full,12
1462,בנימין בן-אליעזר,1936,Full,12
1463,אליהו בן-אלישר,1932,Full,12
1464,אלי בן-מנחם,1947,Full,12
1465,מיכאל בר-זוהר,1938,Full,12
1466,חיים בר-לב,1924,Full,12
1467,עוזי ברעם,1937,Full,12
1468,גדעון גדות,1941,Full,12
1469,תמר גוז'נסקי,1940,Partial,12
1470,יוסף גולדברג,1942,Full,12
1471,מיכה גולדמן,1948,Full,12
1472,פנחס גולדשטיין,1939,Full,12
1473,אפרים גור,1955,Full,12
1474,מרדכי גור,1930,Full,12
1475,גדליה גל,1933,Full,12
1476,אריה גמליאל,1951,Full,12
1477,משה גפני,1952,Full,12
1478,פסח גרופר,1924,Full,12
1479,שרה דורון,1922,Full,12
1480,אלי דיין,1949,Full,12
1481,שלמה דיין,1952,Full,12
1482,עבד-אלוהאב דראושה,1943,Full,12
1483,יגאל הורביץ,1918,Full,12
1484,שלמה הלל,1923,Full,12
1485,שמואל הלפרט,1939,Full,12
1486,זבולון המר,1936,Full,12
1487,צחי הנגבי,1957,Full,12
1488,אליקים העצני,1926,Partial,12
1489,שבח וייס,1935,Full,12
1490,מאיר וילנר,1918,Partial,12
1491,אריאל וינשטיין,1932,Full,12
1492,עזר ויצמן,1924,Partial,12
1493,מרדכי וירשובסקי,1930,Full,12
1494,אליעזר ולדמן,1937,Partial,12
1495,אברהם ורדיגר,1921,Full,12
1496,רחבעם זאבי,1926,Full,12
1497,תאופיק זיאד,1929,Partial,12
1498,עמנואל זיסמן,1935,Full,12
1499,מיכאל חריש,1936,Full,12
1500,תופיק טובי,1922,Partial,12
1501,סאלח טריף,1954,Partial,12
1502,גד יעקבי,1935,Full,12
1503,אברהם כ”ץ-עוז,1934,Full,12
1504,גאולה כהן,1925,Full,12
1505,יגאל כהן,1928,Partial,12
1506,רן כהן,1937,Full,12
1507,רענן כהן,1941,Full,12
1508,לימור לבנת,1950,Partial,12
1509,דוד לוי,1937,Full,12
1510,יאיר לוי,1952,Full,12
1511,יצחק לוי,1947,Full,12
1512,דוד ליבאי,1934,Full,12
1513,אוריאל לין,1935,Full,12
1514,עוזי לנדאו,1943,Full,12
1515,דוד מגן,1945,Full,12
1516,יצחק מודעי,1926,Full,12
1517,אליעזר מזרחי,1945,Full,12
1518,האשם מחאמיד,1945,Partial,12
1519,רוני מילוא,1949,Full,12
1520,מוחמד מיעארי,1939,Full,12
1521,חגי מירום,1946,Full,12
1522,נואף מסאלחה,1943,Full,12
1523,יהושע מצא,1931,Full,12
1524,דן מרידור,1947,Full,12
1525,יובל נאמן,1925,Partial,12
1526,יצחק נבון,1921,Full,12
1527,אורה נמיר,1930,Full,12
1528,משה נסים,1935,Full,12
1529,מוחמד נפאע,1940,Partial,12
1530,בנימין נתניהו,1949,Full,12
1531,עדנה סולודר,1930,Full,12
1532,יוסף עזרן,1941,Full,12
1533,עובדיה עלי,1945,Full,12
1534,שאול עמור,1940,Full,12
1535,חסיין פארס,1936,Full,12
1536,אברהם פורז,1945,Full,12
1537,חנן פורת,1943,Full,12
1538,משה זאב פלדמן,1930,Full,12
1539,רפאל פנחסי,1940,Full,12
1540,מנחם פרוש,1916,Full,12
1541,יהודה פרח,1924,Full,12
1542,שמעון פרס,1923,Full,12
1543,יצחק חיים פרץ,1938,Full,12
1544,עמיר פרץ,1952,Full,12
1545,גדעון פת,1933,Full,12
1546,יאיר צבן,1930,Full,12
1547,דוד צוקר,1948,Full,12
1548,יעקב צור,1937,Full,12
1549,יואש צידון,1926,Full,12
1550,חיים קופמן,1934,Partial,12
1551,חיים קורפו,1921,Partial,12
1552,ישראל קיסר,1931,Full,12
1553,מיכאל קליינר,1948,Partial,12
1554,משה קצב,1945,Full,12
1555,יצחק רבין,1922,Full,12
1556,אברהם רביץ,1934,Full,12
1557,אמנון רובינשטיין,1931,Full,12
1558,ראובן ריבלין,1939,Full,12
1559,חיים רמון,1950,Full,12
1560,אבנר חי שאקי,1926,Full,12
1561,יהושע שגיא,1933,Full,12
1562,זלמן שובל,1930,Partial,12
1563,אברהם בייגה שוחט,1936,Full,12
1564,משה שחל,1934,Full,12
1565,שמעון שטרית,1946,Full,12
1566,דב שילנסקי,1924,Full,12
1567,יעקב שמאי,1940,Full,12
1568,יצחק שמיר,1915,Full,12
1569,גרשון שפט,1927,Partial,12
1570,יאיר שפרינצק,1911,Full,12
1571,אריאל שרון,1928,Full,12
1572,יוסי שריד,1940,Full,12
1573,אברהם שריר,1932,Full,12
1574,דן תיכון,1937,Full,12
1575,שמואל אביטל,1951,Full,13
1576,רפאל אדרי,1937,Full,13
1577,אהוד אולמרט,1945,Full,13
1578,אורי אור,1939,Full,13
1579,חיים אורון,1940,Full,13
1580,יוסף אחימאיר,1943,Partial,13
1581,דליה איציק,1952,Full,13
1582,מיכאל איתן,1944,Full,13
1583,רפאל איתן,1929,Full,13
1584,רפאל אלול,1957,Full,13
1585,שולמית אלוני,1928,Full,13
1586,טלב אלסאנע,1960,Full,13
1587,אסעד אסעד,1944,Full,13
1588,נאוה ארד,1938,Partial,13
1589,יוסף בא-גד,1932,Full,13
1590,זאב בנימין  בגין,1943,Full,13
1591,פיני בדש,1952,Full,13
1592,שלמה בוחבוט,1942,Full,13
1593,אברהם בורג,1955,Partial,13
1594,יגאל ביבי,1942,Full,13
1595,יוסי ביילין,1948,Full,13
1596,נעמי בלומנטל,1943,Full,13
1597,בנימין בן-אליעזר,1936,Full,13
1598,אליהו בן-אלישר,1932,Full,13
1599,שלמה בניזרי,1961,Full,13
1600,אלי בן-מנחם,1947,Full,13
1601,עוזי ברעם,1937,Full,13
1602,תמר גוז'נסקי,1940,Full,13
1603,שאול גוטמן,1945,Full,13
1604,מיכה גולדמן,1948,Full,13
1605,אלכס גולדפרב,1947,Full,13
1606,אלי גולדשמידט,1953,Full,13
1607,אפרים גור,1955,Full,13
1608,מרדכי גור,1930,Partial,13
1609,גדליה גל,1933,Full,13
1610,אריה גמליאל,1951,Full,13
1611,משה גפני,1952,Partial,13
1612,אלי דיין,1949,Full,13
1613,חיים דיין,1960,Full,13
1614,יעל דיין,1939,Full,13
1615,עבד-אלוהאב דראושה,1943,Full,13
1616,אריה מכלוף דרעי,1959,Full,13
1617,אברהם הירשזון,1941,Full,13
1618,שמואל הלפרט,1939,Partial,13
1619,זבולון המר,1936,Full,13
1620,צחי הנגבי,1957,Full,13
1621,שבח וייס,1935,Full,13
1622,אריאל וינשטיין,1932,Partial,13
1623,יוסף ונונו,1945,Full,13
1624,אברהם ורדיגר,1921,Partial,13
1625,רחבעם זאבי,1926,Full,13
1626,נסים זוילי,1942,Full,13
1627,תאופיק זיאד,1929,Partial,13
1628,עמנואל זיסמן,1935,Full,13
1629,אליעזר זנדברג,1962,Full,13
1630,ווליד חאג' יחיא,1936,Full,13
1631,חנא חדד,1919,Partial,13
1632,נעמי חזן,1946,Full,13
1633,מיכאל חריש,1936,Full,13
1634,בנימין טמקין,1945,Full,13
1635,סאלח טריף,1954,Full,13
1636,שאול יהלום,1947,Full,13
1637,אברהם יחזקאל,1958,Full,13
1638,אברהם כ”ץ-עוז,1934,Partial,13
1639,רן כהן,1937,Full,13
1640,רענן כהן,1941,Full,13
1641,יוסי כץ,1949,Full,13
1642,לימור לבנת,1950,Full,13
1643,מאשה לובלסקי,1936,Full,13
1644,דוד לוי,1937,Full,13
1645,יצחק לוי,1947,Full,13
1646,דוד ליבאי,1934,Full,13
1647,עוזי לנדאו,1943,Full,13
1648,יורם לס,1945,Full,13
1649,ענת מאור,1945,Full,13
1650,משה מאיה,1938,Full,13
1651,דוד מגן,1945,Full,13
1652,האשם מחאמיד,1945,Full,13
1653,רוני מילוא,1949,Partial,13
1654,חגי מירום,1946,Full,13
1655,דוד מנע,1953,Full,13
1656,נואף מסאלחה,1943,Full,13
1657,יהושע מצא,1931,Full,13
1658,דן מרידור,1947,Full,13
1659,רון נחמן,1942,Full,13
1660,צבי ניר,1946,Partial,13
1661,אורה נמיר,1930,Partial,13
1662,משה נסים,1935,Full,13
1663,בנימין נתניהו,1949,Full,13
1664,סאלח סלים,1953,Partial,13
1665,אסתר סלמוביץ,1948,Full,13
1666,אפרים סנה,1944,Full,13
1667,יוסף עזרן,1941,Full,13
1668,עובדיה עלי,1945,Full,13
1669,שאול עמור,1940,Full,13
1670,אברהם פורז,1945,Full,13
1671,חנן פורת,1943,Full,13
1672,משה פלד,1945,Full,13
1673,רפאל פנחסי,1940,Full,13
1674,מנחם פרוש,1916,Partial,13
1675,שמעון פרס,1923,Full,13
1676,יצחק חיים פרץ,1938,Partial,13
1677,עמיר פרץ,1952,Full,13
1678,גדעון פת,1933,Full,13
1679,יאיר צבן,1930,Full,13
1680,דוד צוקר,1948,Full,13
1681,אביגדור קהלני,1944,Full,13
1682,חיים קופמן,1934,Partial,13
1683,ישראל קיסר,1931,Full,13
1684,משה קצב,1945,Full,13
1685,יצחק רבין,1922,Partial,13
1686,אברהם רביץ,1934,Partial,13
1687,אמנון רובינשטיין,1931,Full,13
1688,חיים רמון,1950,Full,13
1689,מיכאל רצון,1952,Partial,13
1690,אבנר חי שאקי,1926,Full,13
1691,גונן שגב,1956,Full,13
1692,גדעון שגיא,1939,Full,13
1693,אברהם בייגה שוחט,1936,Full,13
1694,פנחס שומר,1951,Partial,13
1695,משה שחל,1934,Full,13
1696,מאיר שטרית,1947,Full,13
1697,שמעון שטרית,1946,Full,13
1698,דב שילנסקי,1924,Full,13
1699,סילבן שלום,1958,Full,13
1700,יעקב שמאי,1940,Full,13
1701,יצחק שמיר,1915,Full,13
1702,יעקב שפי,1941,Full,13
1703,אברהם יוסף שפירא,1921,Full,13
1704,אריאל שרון,1928,Full,13
1705,יוסי שריד,1940,Full,13
1706,דן תיכון,1937,Full,13
1707,יולי יואל אדלשטיין,1958,Full,14
1708,רפאל אדרי,1937,Full,14
1709,אהוד אולמרט,1945,Partial,14
1710,אורי אור,1939,Full,14
1711,חיים אורון,1940,Full,14
1712,אפי אושעיה,1956,Full,14
1713,דוד אזולאי,1954,Full,14
1714,דליה איציק,1952,Full,14
1715,מיכאל איתן,1944,Full,14
1716,רפאל איתן,1929,Full,14
1717,רפאל אלול,1957,Full,14
1718,בנימין אלון,1954,Full,14
1719,טלב אלסאנע,1960,Full,14
1720,זאב בנימין  בגין,1943,Full,14
1721,פיני בדש,1952,Partial,14
1722,זאב בוים,1943,Full,14
1723,יגאל ביבי,1942,Full,14
1724,יוסי ביילין,1948,Full,14
1725,נעמי בלומנטל,1943,Full,14
1726,בנימין בן-אליעזר,1936,Full,14
1727,אליהו בן-אלישר,1932,Partial,14
1728,שלמה בניזרי,1961,Full,14
1729,אלי בן-מנחם,1947,Full,14
1730,שלמה בן-עמי,1943,Full,14
1731,שמריהו בן-צור,1944,Full,14
1732,רומן ברונפמן,1954,Full,14
1733,עוזי ברעם,1937,Full,14
1734,אהוד ברק,1942,Full,14
1735,עזמי בשארה,1956,Full,14
1736,אליהו גבאי,1943,Partial,14
1737,תמר גוז'נסקי,1940,Full,14
1738,מיכה גולדמן,1948,Full,14
1739,אלי גולדשמידט,1953,Full,14
1740,אריה גמליאל,1951,Full,14
1741,משה גפני,1952,Partial,14
1742,עבד-אלמאלכ דהאמשה,1945,Full,14
1743,נסים דהן,1954,Full,14
1744,חיים דיין,1960,Full,14
1745,יעל דיין,1939,Full,14
1746,עבד-אלוהאב דראושה,1943,Full,14
1747,אריה מכלוף דרעי,1959,Full,14
1748,אברהם הירשזון,1941,Full,14
1749,שמואל הלפרט,1939,Full,14
1750,זבולון המר,1936,Partial,14
1751,צחי הנגבי,1957,Full,14
1752,צבי הנדל,1949,Full,14
1753,יהודה הראל,1934,Full,14
1754,צבי ויינברג,1935,Full,14
1755,שבח וייס,1935,Full,14
1756,יצחק וקנין,1958,Full,14
1757,רחבעם זאבי,1926,Full,14
1758,נסים זוילי,1942,Full,14
1759,עמנואל זיסמן,1935,Full,14
1760,אליעזר זנדברג,1962,Full,14
1761,רפיק חאג' יחיא,1949,Partial,14
1762,ווליד חאג' יחיא,1936,Full,14
1763,נעמי חזן,1946,Full,14
1764,תאופיק ח'טיב,1954,Full,14
1765,דוד טל,1950,Full,14
1766,סאלח טריף,1954,Full,14
1767,יונה יהב,1944,Full,14
1768,שאול יהלום,1947,Full,14
1769,אברהם יחזקאל,1958,Full,14
1770,אליהו ישי,1962,Full,14
1771,איתן כבל,1959,Partial,14
1772,יצחק כהן,1951,Full,14
1773,רן כהן,1937,Full,14
1774,רענן כהן,1941,Full,14
1775,יוסי כץ,1949,Full,14
1776,ישראל כץ,1955,Partial,14
1777,לימור לבנת,1950,Full,14
1778,אלכסנדר לובוצקי,1956,Full,14
1779,דוד לוי,1937,Full,14
1780,יצחק לוי,1947,Full,14
1781,מקסים לוי,1950,Full,14
1782,דוד ליבאי,1934,Partial,14
1783,אברהם לייזרזון,1943,Partial,14
1784,עוזי לנדאו,1943,Full,14
1785,סופה לנדבר,1949,Full,14
1786,יהודה לנקרי,1947,Full,14
1787,ענת מאור,1945,Full,14
1788,אדיסו מאסלה,1961,Full,14
1789,דוד מגן,1945,Full,14
1790,האשם מחאמיד,1945,Full,14
1791,חגי מירום,1946,Full,14
1792,נואף מסאלחה,1943,Full,14
1793,יהושע מצא,1931,Full,14
1794,יצחק מרדכי,1944,Full,14
1795,דן מרידור,1947,Full,14
1796,מיכאל נודלמן,1938,Full,14
1797,בנימין נתניהו,1949,Full,14
1798,מרינה סולודקין,1952,Full,14
1799,ניסן סלומינסקי,1946,Partial,14
1800,סאלח סלים,1953,Full,14
1801,אפרים סנה,1944,Full,14
1802,אחמד סעד,1945,Full,14
1803,גדעון עזרא,1937,Full,14
1804,שאול עמור,1940,Full,14
1805,אברהם פורז,1945,Full,14
1806,חנן פורת,1943,Full,14
1807,אופיר פינס-פז,1961,Full,14
1808,משה פלד,1945,Full,14
1809,רפאל פנחסי,1940,Full,14
1810,מאיר פרוש,1955,Full,14
1811,שמעון פרס,1923,Full,14
1812,עמיר פרץ,1952,Full,14
1813,דוד צוקר,1948,Full,14
1814,אביגדור קהלני,1944,Full,14
1815,מיכאל קליינר,1948,Full,14
1816,משה קצב,1945,Full,14
1817,דוד ראם,1953,Full,14
1818,אברהם רביץ,1934,Full,14
1819,אמנון רובינשטיין,1931,Full,14
1820,ראובן ריבלין,1939,Partial,14
1821,חיים רמון,1950,Full,14
1822,אבנר חי שאקי,1926,Full,14
1823,אברהם בייגה שוחט,1936,Full,14
1824,משה שחל,1934,Partial,14
1825,מאיר שטרית,1947,Full,14
1826,אברהם שטרן,1935,Partial,14
1827,יורי שטרן,1949,Full,14
1828,סילבן שלום,1958,Full,14
1829,דורון שמואלי,1954,Partial,14
1830,שלום שמחון,1956,Full,14
1831,אריאל שרון,1928,Full,14
1832,יוסי שריד,1940,Full,14
1833,נתן שרנסקי,1948,Full,14
1834,דן תיכון,1937,Full,14
1835,קולט אביטל,1939,Partial,15
1836,עוזי אבן,1940,Partial,15
1837,יולי יואל אדלשטיין,1958,Full,15
1838,חיים אורון,1940,Partial,15
1839,זבולון אורלב,1945,Full,15
1840,אפי אושעיה,1956,Partial,15
1841,דוד אזולאי,1954,Full,15
1842,דליה איציק,1952,Full,15
1843,מיכאל איתן,1944,Full,15
1844,בנימין אלון,1954,Full,15
1845,טלב אלסאנע,1960,Full,15
1846,אורי יהודה אריאל,1952,Partial,15
1847,משה ארנס,1925,Full,15
1848,זאב בוים,1943,Partial,15
1849,אברהם בורג,1955,Full,15
1850,יגאל ביבי,1942,Full,15
1851,יוסי ביילין,1948,Partial,15
1852,נעמי בלומנטל,1943,Full,15
1853,בנימין בן-אליעזר,1936,Full,15
1854,שלמה בניזרי,1961,Full,15
1855,אלי בן-מנחם,1947,Partial,15
1856,שלמה בן-עמי,1943,Partial,15
1857,רומן ברונפמן,1954,Full,15
1858,ויקטור בריילובסקי,1935,Full,15
1859,מוחמד ברכה,1955,Full,15
1860,עוזי ברעם,1937,Partial,15
1861,אהוד ברק,1942,Partial,15
1862,עזמי בשארה,1956,Full,15
1863,יצחק גאגולה,1964,Full,15
1864,חוסניה ג'בארה,1958,Full,15
1865,תמר גוז'נסקי,1940,Full,15
1866,אלי גולדשמידט,1953,Partial,15
1867,אילן גילאון,1956,Full,15
1868,זהבה גלאון,1956,Full,15
1869,יהודה גלעד,1955,Partial,15
1870,אריה גמליאל,1951,Full,15
1871,משה גפני,1952,Full,15
1872,עבד-אלמאלכ דהאמשה,1945,Full,15
1873,נסים דהן,1954,Full,15
1874,יעל דיין,1939,Full,15
1875,חיים דרוקמן,1932,Full,15
1876,אברהם הירשזון,1941,Full,15
1877,שמואל הלפרט,1939,Full,15
1878,צחי הנגבי,1957,Full,15
1879,צבי הנדל,1949,Partial,15
1880,אבשלום וילן,1951,Full,15
1881,מתן וילנאי,1944,Partial,15
1882,יצחק וקנין,1958,Full,15
1883,נסים זאב,1951,Full,15
1884,רחבעם זאבי,1926,Partial,15
1885,אליעזר זנדברג,1962,Full,15
1886,עופר חוגי,1962,Full,15
1887,נעמי חזן,1946,Full,15
1888,תאופיק ח'טיב,1954,Full,15
1889,אחמד טיבי,1958,Full,15
1890,דוד טל,1950,Partial,15
1891,סאלח טריף,1954,Full,15
1892,שאול יהלום,1947,Full,15
1893,אברהם יחזקאל,1958,Full,15
1894,אליהו ישי,1962,Full,15
1895,איתן כבל,1959,Partial,15
1896,אלי כהן,1949,Partial,15
1897,אליעזר כהן,1934,Full,15
1898,אמנון כהן,1960,Full,15
1899,יצחק כהן,1951,Full,15
1900,רן כהן,1937,Full,15
1901,רענן כהן,1941,Partial,15
1902,מוחמד כנעאן,1955,Full,15
1903,חיים כץ,1947,Full,15
1904,יוסי כץ,1949,Full,15
1905,ישראל כץ,1955,Full,15
1906,ציפי לבני,1958,Full,15
1907,לימור לבנת,1950,Full,15
1908,דוד לוי,1937,Full,15
1909,יצחק לוי,1947,Partial,15
1910,מקסים לוי,1950,Partial,15
1911,אביגדור ליברמן,1958,Full,15
1912,אמנון ליפקין-שחק,1944,Partial,15
1913,יעקב ליצמן,1948,Full,15
1914,נחום לנגנטל,1960,Partial,15
1915,עוזי לנדאו,1943,Full,15
1916,סופה לנדבר,1949,Full,15
1917,יחיאל לסרי,1957,Partial,15
1918,יוסף לפיד,1931,Full,15
1919,ענת מאור,1945,Full,15
1920,דוד מגן,1945,Partial,15
1921,האשם מחאמיד,1945,Full,15
1922,עסאם מח'ול,1952,Full,15
1923,רוני מילוא,1949,Full,15
1924,רחמים מלול,1946,Full,15
1925,מיכאל מלכיאור,1954,Full,15
1926,נואף מסאלחה,1943,Full,15
1927,יהושע מצא,1931,Partial,15
1928,יצחק מרדכי,1944,Partial,15
1929,דן מרידור,1947,Full,15
1930,מרדכי משעני,1945,Partial,15
1931,יהודית נאות,1944,Full,15
1932,משולם נהרי,1951,Full,15
1933,מיכאל נודלמן,1938,Full,15
1934,דני נוה,1960,Full,15
1935,אורית נוקד,1952,Partial,15
1936,בנימין נתניהו,1949,Partial,15
1937,אוריאל סביר,1953,Partial,15
1938,יצחק סבן,1952,Full,15
1939,אליהו סויסה,1956,Full,15
1940,מרינה סולודקין,1952,Full,15
1941,אפרים סנה,1944,Full,15
1942,גדעון עזרא,1937,Full,15
1943,אברהם פורז,1945,Full,15
1944,חנן פורת,1943,Partial,15
1945,אופיר פינס-פז,1961,Full,15
1946,מאיר פרוש,1955,Full,15
1947,יוסף יצחק פריצקי,1955,Full,15
1948,שמעון פרס,1923,Full,15
1949,יאיר פרץ,1954,Full,15
1950,עמיר פרץ,1952,Full,15
1951,פנחס צברי,1956,Partial,15
1952,אלכסנדר צינקר,1953,Full,15
1953,מיכאל קליינר,1948,Full,15
1954,משה קצב,1945,Partial,15
1955,איוב קרא,1955,Full,15
1956,דליה רבין-פילוסוף,1950,Full,15
1957,אברהם רביץ,1934,Full,15
1958,אמנון רובינשטיין,1931,Partial,15
1959,נחמה רונן,1961,Partial,15
1960,מוסי רז,1965,Partial,15
1961,ראובן ריבלין,1939,Full,15
1962,גנדי ריגר,1948,Full,15
1963,חיים רמון,1950,Full,15
1964,צלי רשף,1953,Partial,15
1965,אברהם בייגה שוחט,1936,Full,15
1966,יובל שטייניץ,1958,Partial,15
1967,מאיר שטרית,1947,Full,15
1968,יורי שטרן,1949,Full,15
1969,ויצמן שירי,1956,Full,15
1970,סילבן שלום,1958,Full,15
1971,שלום שמחון,1956,Full,15
1972,אריאל שרון,1928,Full,15
1973,יוסי שריד,1940,Full,15
1974,נתן שרנסקי,1948,Full,15
1975,קולט אביטל,1939,Full,16
1976,רוחמה אברהם בלילא,1964,Full,16
1977,יולי יואל אדלשטיין,1958,Full,16
1978,יעקב אדרי,1950,Full,16
1979,אהוד אולמרט,1945,Full,16
1980,חיים אורון,1940,Full,16
1981,זבולון אורלב,1945,Full,16
1982,אפי אושעיה,1956,Partial,16
1983,דוד אזולאי,1954,Full,16
1984,ישראל אייכלר,1955,Partial,16
1985,טובה אילן,1929,Partial,16
1986,דליה איציק,1952,Partial,16
1987,אפי איתם,1952,Full,16
1988,מיכאל איתן,1944,Full,16
1989,אריה אלדד,1950,Full,16
1990,בנימין אלון,1954,Full,16
1991,טלב אלסאנע,1960,Full,16
1992,אורנה אנג'ל,1970,Partial,16
1993,אלי אפללו,1952,Full,16
1994,גלעד ארדן,1970,Full,16
1995,אורי יהודה אריאל,1952,Full,16
1996,זאב בוים,1943,Full,16
1997,אברהם בורג,1955,Full,16
1998,נעמי בלומנטל,1943,Full,16
1999,בנימין בן-אליעזר,1936,Full,16
2000,שלמה בניזרי,1961,Full,16
2001,דניאל בנלולו,1958,Full,16
2002,אלי בן-מנחם,1947,Full,16
2003,רוני בר-און,1948,Full,16
2004,רומן ברונפמן,1954,Full,16
2005,רוני בריזון,1944,Full,16
2006,ויקטור בריילובסקי,1935,Full,16
2007,מוחמד ברכה,1955,Full,16
2008,עזמי בשארה,1956,Full,16
2009,ענבל גבריאלי,1975,Full,16
2010,אראלה גולן,1945,Full,16
2011,מיכאל גורלובסקי,1963,Full,16
2012,זהבה גלאון,1956,Full,16
2013,גילה גמליאל,1974,Full,16
2014,משה גפני,1952,Full,16
2015,עבד-אלמאלכ דהאמשה,1945,Full,16
2016,נסים דהן,1954,Full,16
2017,נטע דוברין,1975,Partial,16
2018,חמי דורון,1956,Full,16
2019,אברהם הירשזון,1941,Full,16
2020,שמואל הלפרט,1939,Partial,16
2021,צחי הנגבי,1957,Partial,16
2022,צבי הנדל,1949,Full,16
2023,יצחק הרצוג,1960,Full,16
2024,מגלי והבה,1954,Full,16
2025,אבשלום וילן,1951,Full,16
2026,מתן וילנאי,1944,Full,16
2027,יצחק וקנין,1958,Full,16
2028,נסים זאב,1951,Full,16
2029,ג'מאל זחאלקה,1955,Full,16
2030,אליעזר זנדברג,1962,Full,16
2031,עופר חוגי,1962,Partial,16
2032,יחיאל חזן,1958,Full,16
2033,רשף חן,1968,Full,16
2034,ואסל טאהא,1952,Full,16
2035,אחמד טיבי,1958,Full,16
2036,דוד טל,1950,Full,16
2037,אסתרינה טרטמן,1957,Partial,16
2038,סאלח טריף,1954,Partial,16
2039,יגאל יאסינוב,1966,Full,16
2040,שאול יהלום,1947,Full,16
2041,אברהם יחזקאל,1958,Partial,16
2042,אליהו ישי,1962,Full,16
2043,אהוד יתום,1948,Full,16
2044,דני יתום,1945,Full,16
2045,איתן כבל,1959,Full,16
2046,אילנה כהן,1943,Full,16
2047,אליעזר כהן,1934,Partial,16
2048,אמנון כהן,1960,Full,16
2049,יצחק כהן,1951,Full,16
2050,רן כהן,1937,Full,16
2051,משה כחלון,1960,Full,16
2052,חיים כץ,1947,Full,16
2053,ישראל כץ,1955,Full,16
2054,אתי לבני,1948,Full,16
2055,ציפי לבני,1958,Full,16
2056,לימור לבנת,1950,Full,16
2057,דוד לוי,1937,Full,16
2058,יצחק לוי,1947,Full,16
2059,אילן ליבוביץ,1967,Full,16
2060,אביגדור ליברמן,1958,Partial,16
2061,יעקב ליצמן,1948,Full,16
2062,עוזי לנדאו,1943,Full,16
2063,סופה לנדבר,1949,Partial,16
2064,יוסף לפיד,1931,Full,16
2065,ראלב מג'אדלה,1953,Full,16
2066,עסאם מח'ול,1952,Full,16
2067,מיכאל מלכיאור,1954,Full,16
2068,דוד מנע,1953,Partial,16
2069,עמרם מצנע,1945,Partial,16
2070,יעקב מרגי,1960,Full,16
2071,יהודית נאות,1944,Full,16
2072,משולם נהרי,1951,Full,16
2073,מיכאל נודלמן,1938,Partial,16
2074,דני נוה,1960,Full,16
2075,אורית נוקד,1952,Full,16
2076,לאה נס,1961,Full,16
2077,בנימין נתניהו,1949,Full,16
2078,מרינה סולודקין,1952,Full,16
2079,ניסן סלומינסקי,1946,Full,16
2080,אפרים סנה,1944,Full,16
2081,גדעון סער,1966,Full,16
